code_postal,code_insee,nom_commune
17500,17270,Ozillac
17210,17269,Orignolles
17470,17268,Rives-de-Boutonne
17540,17267,Nuaillé-d'Aunis
17380,17266,Les Nouillers
17600,17265,Nieulle-sur-Seudre
17150,17263,Nieul-le-Virouil
17810,17262,Nieul-lès-Saintes
17137,17264,Nieul-sur-Mer
17490,17261,Neuvicq-le-Château
17500,17259,Neulles
17520,17258,Neuillac
17270,17260,Neuvicq
17770,17256,Nantillé
17510,17257,Néré
17600,17255,Nancras
17380,17254,Nachamps
17430,17253,Muron
17240,17250,Mosnac
17350,17252,Le Mung
17500,17249,Mortiers
17120,17248,Mortagne-sur-Gironde
17113,17247,Mornac-sur-Seudre
17430,17246,Moragne
17220,17245,Montroy
17260,17244,Montpellier-de-Médillan
17210,17243,Montlieu-la-Garde
17800,17242,Montils
17160,17239,Mons
17270,17241,Montguyon
17780,17237,Moëze
17130,17240,Montendre
17150,17236,Mirambeau
17770,17235,Migron
17330,17234,Migré
17120,17232,Meursac
17500,17233,Meux
17130,17231,Messac
17210,17229,Mérignac
17600,17228,Médis
17132,17230,Meschers-sur-Gironde
17800,17227,Mazerolles
17400,17226,Mazeray
17160,17224,Matha
17490,17223,Massac
17137,17222,Marsilly
17570,17225,Les Mathes
17700,17221,Marsais
17800,17220,Marignac
17230,17218,Marans
17320,17219,Marennes-Hiers-Brouage
17490,17217,Macqueville
17500,17215,Lussac
17430,17216,Lussant
17600,17214,Luchat
17330,17213,Lozay
17160,17212,Louzignac
17330,17211,Loulay
17240,17210,Lorignac
17230,17208,Longèves
17520,17209,Lonzac
17111,17207,Loix
17470,17206,Loiré-sur-Nie
17870,17205,Loire-les-Marais
17500,17204,Léoville
17290,17203,Landrais
17380,17202,Landes
17170,17201,La Laigne
17140,17200,Lagord
17130,17199,Jussas
17770,17198,Juicq
17260,17196,Jazennes
17330,17195,La Jarrie-Audouin
17500,17197,Jonzac
17220,17194,La Jarrie
17520,17192,Jarnac-Champagne
17460,17191,La Jard
17220,17193,La Jarne
17137,17190,L'Houmeau
17160,17188,Haimps
17500,17187,Guitinières
17540,17186,Le Gué-d'Alleré
17600,17185,Le Gua
17620,17184,La Gripperie-Saint-Symphorien
17120,17183,Grézac
17350,17181,Grandjean
17490,17180,Gourvillette
17170,17182,La Grève-sur-Mignon
17260,17178,Givrezac
17160,17177,Le Gicq
17160,17176,Gibourne
17100,17179,Les Gonds
17520,17175,Germignac
17430,17174,Genouillé
17360,17173,La Genétouze
17250,17171,Geay
17260,17172,Gémozac
17270,17167,Le Fouilloux
17450,17168,Fouras
17400,17165,Fontenet
17290,17166,Forges
17500,17163,Fontaines-d'Ozillac
17100,17164,Fontcouverte
17510,17162,Fontaine-Chalendray
17800,17159,Fléac-sur-Seugne
17120,17160,Floirac
17240,17160,Floirac
17170,17158,Ferrières
17630,17161,La Flotte
17350,17157,Fenioux
17130,17156,Expiremont
17750,17155,Étaules
17250,17154,Les Essards
17137,17153,Esnandes
17120,17152,Épargnes
17400,17150,Les Églises-d'Argenteuil
17510,17149,Les Éduts
17810,17148,Écurat
17600,17151,L'Éguille
17770,17147,Écoyeux
17800,17145,Échebrune
17100,17143,Le Douhet
17620,17146,Échillais
17610,17141,Dompierre-sur-Charente
17330,17139,Dœuil-sur-le-Mignon
17139,17142,Dompierre-sur-Mer
17550,17140,Dolus-d'Oléron
17470,17138,Dampierre-sur-Boutonne
17220,17136,Croix-Chapeau
17160,17135,Cressé
17330,17137,La Croix-Comtesse
17350,17134,Crazannes
17260,17133,Cravans
17170,17132,Cram-Chaban
17130,17130,Coux
17120,17131,Cozes
17130,17129,Courpignac
17170,17127,Courçon
17160,17126,Courcerac
17100,17128,Courcoury
17400,17125,Courcelles
17330,17124,Courant
17800,17122,Coulonges
17600,17120,Corme-Royal
17670,17121,La Couarde-sur-Mer
17130,17118,Corignac
17600,17119,Corme-Écluse
17470,17117,Contré
17150,17116,Consac
17460,17115,Colombiers
17330,17114,Coivert
17360,17113,La Clotte
17600,17112,La Clisse
17240,17111,Clion
17270,17110,Clérac
17500,17108,Clam
17220,17109,Clavette
17290,17107,Ciré-d'Aunis
17510,17105,Chives
17210,17104,Chevanceaux
17520,17106,Cierzac
17470,17101,Cherbonnières
17460,17102,Chermignac
17610,17100,Chérac
17210,17099,Chepniers
17120,17098,Chenac-Saint-Seurin-d'Uzet
17130,17096,Chaunac
17600,17097,Le Chay
17210,17095,Chatenet
17340,17094,Châtelaillon-Plage
17480,17093,Le Château-d'Oléron
17130,17092,Chartuzac
17230,17091,Charron
17380,17087,Chantemerle-sur-la-Soie
17100,17089,La Chapelle-des-Pots
17610,17086,Chaniers
17240,17084,Champagnolles
17620,17083,Champagne
17500,17082,Champagnac
17430,17085,Champdolent
17290,17080,Chambon
17130,17081,Chamouillac
17800,17078,Chadenac
17890,17079,Chaillevette
17270,17077,Cercoux
17210,17074,Bussac-Forêt
17430,17075,Cabariot
17520,17076,Celles
17100,17073,Bussac-sur-Charente
17160,17071,La Brousse
17770,17072,Burie
17770,17070,Brizambourg
17120,17068,Brie-sous-Mortagne
17520,17066,Brie-sous-Archiac
17800,17069,Brives-sur-Charente
17160,17067,Brie-sous-Matha
17870,17065,Breuil-Magné
17700,17063,Breuil-la-Réorte
17490,17062,Bresdon
17920,17064,Breuillet
17210,17061,Bran
17120,17060,Boutenac-Touvent
17540,17057,Bouhet
17220,17059,Bourgneuf
17800,17056,Bougneau
17560,17058,Bourcefranc-le-Chapus
17360,17055,Boscamnant
17270,17054,Boresse-et-Martron
17150,17052,Boisredon
17430,17053,Bords
17580,17051,Le Bois-Plage-en-Ré
17240,17050,Bois
17470,17049,Blanzay-sur-Boutonne
17160,17048,Blanzac-lès-Matha
17400,17046,Bignay
17800,17047,Biron
17250,17045,Beurlay
17460,17044,Berneuil
17770,17042,Bercloux
17170,17041,Benon
17330,17043,Bernay-Saint-Martin
17800,17039,Belluire
17490,17037,Beauvais-sur-Matha
17620,17036,Beaugeay
17490,17035,Bazauges
17210,17038,Bedenac
17120,17034,Barzan
17290,17032,Ballon
17160,17031,Ballans
17360,17033,La Barde
17600,17030,Balanzac
17160,17029,Bagnizeau
17770,17026,Authon-Ébéon
17800,17027,Avy
17440,17028,Aytré
17770,17025,Aumagne
17770,17023,Aujac
17400,17022,Asnières-la-Giraud
17470,17024,Aulnay
17530,17021,Arvert
17520,17020,Arthenac
17380,17017,Archingeay
17290,17018,Ardillières
17590,17019,Ars-en-Ré
17520,17016,Archiac
17120,17015,Arces
17400,17013,Antezant-la-Chapelle
17380,17012,Annezay
17350,17011,Annepont
17540,17009,Angliers
17230,17008,Andilly
17540,17007,Anais
17690,17010,Angoulins
17500,17006,Allas-Champagne
18250,18001,Achères
18200,18002,Ainay-le-Vieil
18110,18004,Allogny
18220,18003,Les Aix-d'Angillon
18330,18290,Vouzeron
18130,18289,Vornay
18340,18288,Vorly
18300,18287,Vinon
18800,18286,Villequiers
18400,18285,Villeneuve-sur-Cher
18160,18283,Villecelin
18260,18284,Villegenon
18800,18282,Villabon
18500,18281,Vignoux-sur-Barangeon
18110,18280,Vignoux-sous-les-Aix
18100,18279,Vierzon
18210,18277,Verneuil
18210,18276,Vernais
18360,18278,Vesdun
18600,18275,Vereaux
18190,18273,Venesmes
18300,18272,Veaugues
18300,18274,Verdigny
18110,18271,Vasselay
18190,18270,Vallenay
18190,18268,Uzay-le-Venon
18260,18269,Vailly-sur-Sauldre
18570,18267,Trouy
18160,18266,Touchay
18260,18264,Thou
18320,18265,Torteron
18100,18263,Thénioux
18300,18262,Thauvenay
18210,18261,Thaumiers
18350,18260,Tendron
18260,18259,Sury-ès-Bois
18300,18258,Sury-en-Vaux
18240,18257,Sury-près-Léré
18260,18256,Subligny
18570,18255,Le Subdray
18340,18254,Soye-en-Septaine
18270,18252,Sidiailles
18220,18253,Soulangis
18140,18251,Sévry
18190,18250,Serruelles
18340,18248,Senneçay
18300,18249,Sens-Beaujeu
18390,18247,Savigny-en-Septaine
18240,18246,Savigny-en-Sancerre
18360,18245,Saulzais-le-Potier
18290,18244,Saugy
18240,18243,Santranges
18600,18242,Sancoins
18300,18241,Sancerre
18140,18240,Sancergues
18500,18237,Sainte-Thorette
18360,18238,Saint-Vitte
18190,18236,Saint-Symphorien
18220,18235,Sainte-Solange
18370,18234,Saint-Saturnin
18370,18232,Saint-Priest-la-Marche
18210,18231,Saint-Pierre-les-Étieux
18300,18233,Saint-Satur
18170,18230,Saint-Pierre-les-Bois
18110,18229,Saint-Palais
18700,18227,Sainte-Montaine
18310,18228,Saint-Outrille
18270,18225,Saint-Maur
18390,18226,Saint-Michel-de-Volangis
18140,18224,Saint-Martin-des-Champs
18140,18220,Saint-Léger-le-Petit
18330,18219,Saint-Laurent
18190,18221,Saint-Loup-des-Chaumes
18110,18223,Saint-Martin-d'Auxigny
18340,18218,Saint-Just
18370,18217,Saint-Jeanvrin
18160,18216,Saint-Hilaire-en-Lignières
18320,18215,Saint-Hilaire-de-Gondilly
18100,18214,Saint-Hilaire-de-Court
18390,18213,Saint-Germain-du-Puy
18110,18211,Saint-Georges-sur-Moulon
18340,18212,Saint-Germain-des-Bois
18100,18210,Saint-Georges-sur-la-Prée
18200,18209,Saint-Georges-de-Poisieux
18240,18208,Sainte-Gemme-en-Sancerrois
18110,18206,Saint-Éloy-de-Gy
18400,18207,Saint-Florent-sur-Cher
18230,18205,Saint-Doulchard
18270,18203,Saint-Christophe-le-Chaudry
18130,18204,Saint-Denis-de-Palin
18220,18202,Saint-Céols
18300,18200,Saint-Bouize
18160,18199,Saint-Baudel
18400,18201,Saint-Caprais
18290,18198,Saint-Ambroix
18200,18197,Saint-Amand-Montrond
18600,18196,Saint-Aignan-des-Noyers
18220,18194,Rians
18600,18195,Sagonne
18170,18193,Rezay
18270,18192,Reigny
18120,18190,Quincy
18130,18191,Raymond
18370,18187,Préveranges
18120,18186,Preuilly
18400,18188,Primelles
18110,18189,Quantilly
18380,18185,Presly
18140,18184,Précy
18290,18182,Poisieux
18210,18183,Le Pondy
18290,18181,Plou
18130,18177,Parnay
18200,18178,La Perche
18110,18179,Pigny
18340,18180,Plaimpied-Givaudins
18220,18176,Parassy
18350,18175,Ourouer-les-Bourdelins
18390,18174,Osmoy
18130,18173,Osmery
18350,18173,Osmery
18200,18172,Orval
18200,18171,Orcenais
18700,18170,Oizon
18200,18169,Nozières
18310,18167,Nohant-en-Graçay
18260,18168,Le Noyer
18330,18165,Neuvy-sur-Barangeon
18390,18166,Nohant-en-Goût
18600,18164,Neuvy-le-Barrois
18250,18163,Neuvy-Deux-Clochers
18250,18162,Neuilly-en-Sancerre
18600,18161,Neuilly-en-Dun
18350,18160,Nérondes
18390,18158,Moulins-sur-Yèvre
18330,18159,Nançay
18220,18156,Morogues
18570,18157,Morthomiers
18600,18155,Mornay-sur-Allier
18170,18153,Morlac
18160,18152,Montlouis
18250,18151,Montigny
18350,18154,Mornay-Berry
18100,18150,Méry-sur-Cher
18380,18149,Méry-ès-Bois
18700,18147,Ménétréol-sur-Sauldre
18120,18148,Méreau
18300,18146,Ménétréol-sous-Sancerre
18300,18144,Menetou-Râtel
18510,18145,Menetou-Salon
18200,18142,Meillant
18320,18143,Menetou-Couture
18320,18139,Marseilles-lès-Aubigny
18120,18140,Massay
18500,18138,Marmagne
18500,18141,Mehun-sur-Yèvre
18290,18137,Mareuil-sur-Arnon
18170,18136,Marçais
18170,18135,Maisonnais
18400,18133,Lunery
18120,18134,Lury-sur-Arnon
18140,18132,Lugny-Champagne
18340,18129,Lissay-Lochy
18120,18128,Limeux
18170,18130,Loye-sur-Arnon
18160,18127,Lignières
18340,18126,Levet
18240,18125,Léré
18120,18124,Lazenay
18130,18121,Lantan
18130,18119,Jussy-Champagne
18140,18120,Jussy-le-Chaudrier
18340,18122,Lapan
18320,18118,Jouet-sur-l'Aubois
18260,18117,Jars
18300,18116,Jalognes
18350,18113,Ignol
18160,18114,Ineuil
18380,18115,Ivoy-le-Pré
18170,18112,Ids-Saint-Roch
18250,18111,Humbligny
18140,18110,Herry
18250,18109,Henrichemont
18150,18108,La Guerche-sur-l'Aubois
18200,18107,La Groutte
18800,18105,Gron
18600,18106,Grossouvre
18140,18104,Groises
18310,18103,Graçay
18600,18102,Givardon
18150,18101,Germigny-l'Exempt
18140,18099,Garigny
18310,18100,Genouilly
18300,18098,Gardefort
18110,18097,Fussy
18350,18095,Flavigny
18300,18094,Feux
18500,18096,Foëcy
18360,18093,Faverdines
18800,18092,Farges-en-Septaine
18200,18091,Farges-Allichamps
18800,18090,Étréchy
18360,18089,Épineuil-le-Fleuriel
18200,18086,Drevant
18380,18088,Ennordres
18310,18085,Dampierre-en-Graçay
18130,18087,Dun-sur-Auron
18260,18084,Dampierre-en-Crot
18270,18083,Culan
18150,18082,Cuffy
18340,18081,Crosses
18350,18080,Croisy
18190,18078,Crézançay-sur-Cher
18140,18077,Couy
18300,18079,Crézancy-en-Sancerre
18210,18076,Coust
18320,18075,Cours-les-Barres
18300,18074,Couargues
18130,18071,Contres
18190,18073,Corquoy
18340,18073,Corquoy
18350,18072,Cornusse
18260,18070,Concressault
18200,18069,Colombiers
18130,18068,Cogny
18290,18066,Civray
18160,18065,Chezal-Benoît
18120,18064,Chéry
18410,18067,Clémont
18350,18060,Chaumont
18140,18061,Chaumoux-Marcilly
18150,18062,Le Chautay
18190,18063,Chavannes
18170,18059,Le Châtelet
18190,18058,Châteauneuf-sur-Cher
18370,18057,Châteaumeillant
18290,18055,Chârost
18350,18054,Charly
18140,18053,Charentonnay
18800,18056,Chassy
18140,18049,La Chapelle-Montlinard
18210,18052,Charenton-du-Cher
18570,18050,La Chapelle-Saint-Ursin
18250,18051,La Chapelotte
18150,18048,La Chapelle-Hugon
18380,18047,La Chapelle-d'Angillon
18130,18045,Chalivoy-Milon
18120,18044,Cerbois
18190,18046,Chambon
18360,18041,La Celette
18160,18043,La Celle-Condé
18200,18042,La Celle
18130,18040,Bussy
18300,18039,Bué
18200,18038,Bruère-Allichamps
18410,18037,Brinon-sur-Sauldre
18220,18035,Brécy
18120,18036,Brinay
18200,18034,Bouzais
18350,18031,Blet
18240,18032,Boulleret
18410,18030,Blancafort
18000,18033,Bourges
18210,18029,Bessais-le-Fromental
18500,18028,Berry-Bouy
18520,18027,Bengy-sur-Craon
18240,18026,Belleville-sur-Loire
18370,18024,Beddes
18320,18025,Beffes
18800,18023,Baugy
18260,18022,Barlieu
18210,18021,Bannegon
18300,18020,Bannay
18220,18019,Azy
18220,18016,Aubinges
18600,18017,Augy-sur-Aubois
18520,18018,Avord
18700,18015,Aubigny-sur-Nère
18200,18013,Arpheuilles
18260,18014,Assigny
18140,18012,Argenvières
18170,18010,Ardenais
18200,18009,Arcomps
18340,18008,Arçay
18410,18011,Argent-sur-Sauldre
18150,18007,Apremont-sur-Allier
18340,18006,Annoix
18500,18005,Allouis
19260,19001,Affieux
19190,19003,Albignac
19380,19004,Albussac
19200,19002,Aix
19130,19288,Voutezac
19800,19287,Vitrac-sur-Montane
19130,19286,Vignols
19310,19289,Yssandon
19200,19283,Veyrières
19260,19281,Veix
19410,19285,Vigeois
19170,19284,Viam
19120,19280,Végennes
19130,19279,Vars-sur-Roseix
19200,19277,Valiergues
19240,19278,Varetz
19140,19276,Uzerche
19200,19275,Ussel
19270,19274,Ussac
19120,19271,Tudeils
19500,19273,Turenne
19230,19270,Troche
19000,19272,Tulle
19260,19269,Treignac
19170,19268,Toy-Viam
19200,19266,Thalamy
19170,19265,Tarnac
19550,19264,Soursac
19300,19263,Soudeilles
19370,19262,Soudaine-Lavinadière
19120,19260,Sioniac
19430,19259,Sexcles
19290,19261,Sornac
19220,19258,Servières-le-Château
19190,19257,Sérilhac
19160,19256,Sérandon
19230,19254,Ségur-le-Château
19310,19253,Segonzac
19700,19255,Seilhac
19110,19252,Sarroux - Saint Julien
19510,19250,Salon-la-Tour
19300,19249,Saint-Yrieix-le-Déjalat
19800,19251,Sarran
19140,19248,Les Trois-Saints
19200,19247,Saint-Victour
19380,19245,Saint-Sylvain
19250,19244,Saint-Sulpice-les-Bois
19240,19246,Saint-Viance
19230,19243,Saint-Sornin-Lavolps
19130,19242,Saint-Solve
19290,19241,Saint-Setiers
19700,19240,Saint-Salvadour
19290,19238,Saint-Rémy
19310,19239,Saint-Robert
19800,19236,Saint-Priest-de-Gimel
19220,19237,Saint-Privat
19150,19235,Saint-Paul
19200,19232,Saint-Pardoux-le-Neuf
19270,19234,Saint-Pardoux-l'Ortigier
19200,19233,Saint-Pardoux-le-Vieux
19320,19231,Saint-Pardoux-la-Croisille
19600,19229,Saint-Pantaléon-de-Larche
19160,19228,Saint-Pantaléon-de-Lapleau
19330,19227,Saint-Mexant
19170,19226,Saint-Merd-les-Oussines
19320,19222,Saint-Martin-la-Méanne
19320,19225,Saint-Merd-de-Lapleau
19160,19219,Sainte-Marie-Lapanouze
19150,19220,Saint-Martial-de-Gimel
19500,19217,Saint-Julien-Maumont
19400,19221,Saint-Martial-Entraygues
19210,19216,Saint-Julien-le-Vendômois
19430,19215,Saint-Julien-le-Pèlerin
19700,19213,Saint-Jal
19400,19212,Saint-Hilaire-Taurieux
19220,19214,Saint-Julien-aux-Bois
19560,19211,Saint-Hilaire-Peyroux
19160,19210,Saint-Hilaire-Luc
19170,19209,Saint-Hilaire-les-Courbes
19330,19207,Saint-Germain-les-Vergnes
19550,19208,Saint-Hilaire-Foissac
19290,19206,Saint-Germain-Lavolps
19220,19205,Saint-Geniez-ô-Merle
19200,19204,Saint-Fréjoux
19200,19201,Saint-Exupéry-les-Roches
19490,19203,Sainte-Fortunade
19270,19202,Sainte-Féréole
19160,19200,Saint-Étienne-la-Geneste
19200,19199,Saint-Étienne-aux-Clos
19210,19198,Saint-Éloy-les-Tuileries
19130,19195,Saint-Cyprien
19130,19196,Saint-Cyr-la-Roche
19700,19194,Saint-Clément
19220,19193,Saint-Cirgues-la-Loutre
19380,19192,Saint-Chamant
19600,19191,Saint-Cernin-de-Larche
19200,19190,Saint-Bonnet-près-Bort
19430,19189,Saint-Bonnet-les-Tours-de-Merle
19410,19188,Saint-Bonnet-l'Enfantier
19130,19187,Saint-Bonnet-la-Rivière
19500,19184,Saint-Bazile-de-Meyssac
19380,19186,Saint-Bonnet-Elvert
19130,19182,Saint-Aulaire
19200,19180,Saint-Angel
19390,19181,Saint-Augustin
19500,19179,Saillac
19270,19178,Sadroc
19350,19177,Rosiers-de-Juillac
19300,19176,Rosiers-d'Égletons
19320,19174,La Roche-Canillac
19160,19175,Roche-le-Peyroux
19220,19173,Rilhac-Xaintrie
19260,19172,Rilhac-Treignac
19120,19170,Queyssac-les-Vignes
19120,19169,Puy-d'Arnac
19430,19171,Reygade
19170,19168,Pradines
19200,19167,Confolent-Port-Dieu
19450,19166,Pierrefitte
19260,19165,Peyrissac
19190,19163,Le Pescher
19290,19164,Peyrelevade
19410,19162,Perpezac-le-Noir
19310,19161,Perpezac-le-Blanc
19170,19160,Pérols-sur-Vézère
19300,19159,Péret-Bel-Air
19160,19157,Palisse
19150,19158,Pandrignes
19190,19156,Palazinges
19390,19155,Orliac-de-Bar
19410,19154,Orgnac-sur-Vézère
19130,19153,Objat
19120,19152,Nonards
19600,19151,Noailles
19500,19150,Noailhac
19380,19149,Neuville
19600,19147,Nespouls
19160,19148,Neuvic
19460,19146,Naves
19300,19145,Moustier-Ventadour
19110,19142,Monestier-Port-Dieu
19300,19143,Montaignac-sur-Doustre
19210,19144,Montgibaud
19340,19141,Monestier-Merlines
19400,19140,Monceaux-sur-Dordogne
19800,19137,Meyrignac-l'Église
19290,19139,Millevaches
19500,19138,Meyssac
19200,19135,Mestes
19250,19136,Meymac
19340,19134,Merlines
19430,19133,Mercœur
19190,19132,Ménoire
19510,19131,Meilhards
19510,19129,Masseret
19200,19128,Margerides
19250,19130,Maussac
19500,19126,Marcillac-la-Croze
19320,19125,Marcillac-la-Croisille
19520,19124,Mansac
19360,19123,Malemort
19470,19122,Madranges
19500,19119,Lostanges
19310,19120,Louignac
19210,19121,Lubersac
19470,19118,Le Lonzac
19120,19116,Liourdres
19600,19117,Lissac-sur-Couze
19200,19114,Lignareix
19500,19115,Ligneyrac
19160,19113,Liginiac
19550,19111,Laval-sur-Luzège
19170,19112,Lestards
19160,19110,Latronche
19340,19108,Laroche-près-Feyt
19600,19107,Larche
19550,19106,Lapleau
19130,19109,Lascaux
19190,19105,Lanteuil
19340,19103,Lamazière-Haute
19510,19104,Lamongerie
19160,19102,Lamazière-Basse
19150,19101,Laguenne-sur-Avalouze
19700,19100,Lagraulière
19500,19099,Lagleygeolle
19150,19098,Lagarde-Marc-la-Tour
19150,19096,Ladignac-sur-Rondelles
19170,19095,Lacelle
19320,19097,Lafage-sur-Sombre
19400,19091,Hautefage
19350,19094,Juillac
19500,19093,Jugeals-Nazareth
19320,19090,Gumond
19320,19089,Gros-Chastang
19300,19088,Grandsaigne
19430,19086,Goulles
19170,19087,Gourdon-Murat
19380,19084,Forgès
19800,19085,Gimel-les-Cascades
19340,19083,Feyt
19330,19082,Favars
19800,19081,Eyrein
19340,19080,Eygurande
19140,19079,Eyburie
19600,19077,Estivals
19410,19078,Estivaux
19170,19074,L'Église-aux-Bois
19140,19076,Espartignac
19150,19075,Espagnac
19300,19073,Égletons
19270,19072,Donzenac
19250,19071,Davignac
19360,19068,Dampniat
19300,19070,Darnets
19220,19069,Darazac
19500,19067,Curemonte
19340,19064,Couffy-sur-Sarsonne
19520,19066,Cublac
19340,19065,Courteix
19360,19063,Cosnac
19800,19062,Corrèze
19150,19061,Cornil
19140,19060,Condat-sur-Ganaveix
19250,19058,Combressol
19350,19059,Concèze
19500,19057,Collonges-la-Rouge
19160,19055,Chirac-Bellevue
19120,19054,Chenailler-Mascheix
19320,19056,Clergoux
19290,19052,Chavanac
19390,19051,Chaumeil
19200,19053,Chaveroche
19500,19050,Chauffour-sur-Vell
19600,19049,Chasteaux
19190,19048,Le Chastang
19300,19046,Chapelle-Spinasse
19600,19047,Chartrier-Ferrière
19430,19045,La Chapelle-Saint-Géraud
19120,19044,La Chapelle-aux-Saints
19360,19043,La Chapelle-aux-Brocs
19150,19041,Chanac-les-Mines
19320,19040,Champagnac-la-Prune
19330,19042,Chanteix
19320,19039,Champagnac-la-Noaille
19330,19038,Chameyrat
19350,19035,Chabrignac
19450,19037,Chamboulive
19370,19036,Chamberet
19430,19034,Camps-Saint-Mathurin-Léobazel
19170,19033,Bugeat
19310,19030,Brignac-la-Plaine
19100,19031,Brive-la-Gaillarde
19500,19029,Branceilles
19170,19027,Bonnefond
19120,19026,Bilhac
19110,19028,Bort-les-Orgues
19230,19025,Beyssenac
19230,19024,Beyssac
19290,19021,Bellechassagne
19190,19023,Beynat
19390,19020,Beaumont
19510,19022,Benayes
19120,19019,Beaulieu-sur-Dordogne
19430,19017,Bassignac-le-Bas
19800,19016,Bar
19310,19015,Ayen
19220,19018,Bassignac-le-Haut
19220,19014,Auriac
19190,19013,Aubazines
19120,19012,Astaillac
19230,19011,Arnac-Pompadour
19400,19010,Argentat-sur-Dordogne
19320,19010,Argentat-sur-Dordogne
19000,19009,Les Angles-sur-Corrèze
19120,19007,Altillac
19200,19006,Alleyrat
19250,19008,Ambrugeat
19240,19005,Allassac
21700,21001,Agencourt
21410,21002,Agey
21121,21003,Ahuy
21510,21004,Aignay-le-Duc
21290,21717,Voulaines-les-Templiers
21640,21716,Vougeot
21230,21715,Voudenay
21700,21714,Vosne-Romanée
21400,21711,Vix
21190,21712,Volnay
21350,21710,Vitteaux
21270,21713,Vonges
21500,21709,Viserny
21250,21708,Villy-le-Moutier
21400,21706,Villotte-sur-Ource
21400,21704,Villiers-le-Duc
21690,21705,Villotte-Saint-Seine
21350,21707,Villy-en-Auxois
21430,21703,Villiers-en-Morvan
21120,21702,Villey-sur-Tille
21130,21701,Villers-Rotin
21400,21700,Villers-Patras
21140,21696,Villeneuve-sous-Charigny
21700,21698,Villers-la-Faye
21130,21699,Villers-les-Pots
21450,21695,La Villeneuve-les-Convers
21350,21694,Villeferry
21330,21693,Villedieu
21350,21690,Villeberny
21140,21689,Villars-et-Villenotte
21700,21691,Villebichot
21120,21692,Villecomte
21700,21688,Villars-Fontaine
21210,21687,Villargoix
21450,21685,Villaines-en-Duesmois
21230,21683,Viévy
21200,21684,Vignoles
21500,21686,Villaines-les-Prévôtes
21310,21682,Viévigne
21460,21681,Vieux-Château
21270,21680,Vielverge
21540,21679,Vieilmoulin
21390,21678,Vic-sous-Thil
21360,21677,Vic-des-Prés
21430,21675,Vianges
21140,21676,Vic-de-Chassenay
21520,21674,Veuxhaulles-sur-Aube
21360,21673,Veuvey-sur-Ouche
21350,21672,Vesvres
21330,21671,Vertault
21690,21670,Verrey-sous-Salmaise
21540,21669,Verrey-sous-Drée
21260,21667,Véronnes
21120,21666,Vernot
21330,21664,Verdonnet
21350,21662,Velogny
21260,21665,Vernois-lès-Vesvres
21150,21663,Venarey-les-Laumes
21370,21661,Velars-sur-Ouche
21360,21660,Veilly
21440,21659,Vaux-Saules
21400,21653,Vannaire
21490,21657,Varois-et-Chaignot
21110,21656,Varanges
21400,21655,Vanvey
21320,21652,Vandenesse-en-Auxois
21121,21651,Val-Suzon
21350,21649,Uncey-le-Franc
21220,21650,Urcy
21540,21648,Turcey
21250,21647,Trugny
21440,21646,Trouhaut
21310,21644,Trochères
21130,21643,Tréclun
21460,21642,Toutry
21170,21645,Trouhans
21500,21641,Touillon
21130,21639,Tillenay
21460,21640,Torcy-et-Pouligny
21120,21638,Til-Châtel
21250,21637,Tichey
21460,21635,Thoste
21340,21636,Thury
21360,21634,Thorey-sur-Ouche
21350,21633,Thorey-sous-Charny
21110,21632,Thorey-en-Plaine
21360,21631,Thomirey
21570,21628,Thoires
21320,21630,Thoisy-le-Désert
21210,21629,Thoisy-la-Berchère
21150,21627,Thenissey
21290,21626,Terrefondrée
21220,21625,Ternant
21270,21624,Tellecey
21110,21622,Tart-le-Bas
21120,21620,Tarsul
21110,21623,Tart
21310,21619,Tanay
21270,21618,Talmay
21190,21616,Tailly
21430,21615,Sussey
21120,21614,Spoy
21240,21617,Talant
21350,21613,Soussey-sur-Brionne
21140,21612,Souhey
21530,21608,Sincey-lès-Rouvray
21270,21610,Soissons-sur-Nacey
21540,21611,Sombernon
21110,21609,Soirans
21250,21607,Seurre
21550,21606,Ladoix-Serrigny
21500,21604,Senailly
21800,21605,Sennecey-lès-Dijon
21450,21602,Semond
21140,21603,Semur-en-Auxois
21220,21601,Semezanges
21320,21600,Semarey
21150,21598,Seigny
21220,21597,Segrois
21260,21599,Selongey
21910,21596,Savouges
21310,21595,Savolles
21500,21594,Savoisy
21430,21593,Savilly
21380,21591,Savigny-le-Sec
21540,21592,Savigny-sous-Mâlain
21420,21590,Savigny-lès-Beaune
21380,21589,Saussy
21360,21588,Saussey
21120,21587,Saulx-le-Duc
21910,21586,Saulon-la-Rue
21910,21585,Saulon-la-Chapelle
21210,21584,Saulieu
21340,21583,Santosse
21590,21582,Santenay
21170,21581,Samerey
21690,21580,Salmaise
21580,21579,Salives
21410,21578,Saint-Victor-sur-Ouche
21170,21577,Saint-Usage
21350,21576,Saint-Thibault
21610,21574,Saint-Seine-sur-Vingeanne
21130,21572,Saint-Seine-en-Bâche
21170,21575,Saint-Symphorien-sur-Saône
21440,21573,Saint-Seine-l'Abbaye
21320,21570,Sainte-Sabine
21190,21569,Saint-Romain
21500,21568,Saint-Rémy
21270,21571,Saint-Sauveur
21230,21567,Saint-Prix-lès-Arnay
21230,21566,Saint-Pierre-en-Vaux
21540,21563,Saint-Mesmin
21700,21564,Saint-Nicolas-lès-Cîteaux
21220,21565,Saint-Philibert
